title,review,rating
"Same Strong, Basic, Interface","I’m not going to lie, I love ChatGPT. I just feel as though the interface in both the app and the site deserve so much more for such and amazing piece of technology. 

Overall though, the user experience of the app is just as strong, just as dynamic as the site. I love the haptics addition on the app as well. The overall functionality is still outstanding though. Last thing, it’s still all about those prompts!",3
Finally an app,Use this more than safari or any browser. Hope I have my own ex machine piece in next decade,5
Amazing app! Do NOT hesitate!,"Earlier, I gave a five star review for similar app, but this is even better! I can’t believe it. I haven’t given app reviews in years, but I had to come here and do this. It’s like Siri but much, much better. I hit my hourly limit on the free app so I thought I’d stop and write this review. There’s a very good chance I’m going to pay for this app, which is some thing I have not done in many years.",5
Amazing! 10/10,"This thing was a lifesaver for my quick assignments. 
Besides my cheating, this chatbot actually gives you important information, was very fast, and can answer almost any questions you have. 
Id argue its better than using google because of all the detail and precision. I would only suggest pictures to be added.

Google could never lol.",5
Finally,I am so happy an official version is released.,5
Urgent Bug Fix Required Immediately!,"Please fix the bug where the text generation fails to generate more text in one message. Currently, it splits the text into multiple messages, but I would like it to be like the desktop version, where it's all in one message.",4
Urgent updates,"Share! Unless I’m missing it, there doesn’t seem to be a way to share an entire chat or even to copy the entire text like there is on the web app

Plus should default to GPT-4, duh.",3
1 star due to OpenAI's suspicious activities.,1 star due to OpenAI's suspicious activities.,1
❤️,THE BEST APP IN MY LIFE!!!,5
Awesome awesome awesome!!!,Finally a mobile version. And with haptic feedback enabled.,5
Helped me get my girlfriend back,10/10 i honestly recommend using this app like I’ve solved to many arguments between us and just rearranged it to sound like my words so useful,5
Seems a bit buggy,I understand it’s still the first release of the app. Works great and the ai is fine but when writing the text it jumps all over the screen and bugs out on me. Also the voice to text feature doesn’t work,5
Plugins and web browser cannot be used,Hope to update these features,4
牛逼,牛逼中的牛逼，没广告,5
Please activate “Pay As You Go” Subscription…,20$/month too much…,1
总算等到你了,应用市场里面那么多盗版的App真的是受够了，总算等到官方的App发布了QAQ！！！！！！,5
This app drains my battery quite quickly.,Please improve,4
For language,I am using the app for learning language and I hope it can help me.,5
A must have!,I’ve been using ChatGPT for several months and absolutely stunned by its capabilities 🤩🤩 It boosted my productivity so much and so real. A mush have for sure💥,5
